,load
2020-01-04 21:00:00,21.87746946746444
2020-01-04 22:00:00,17.649652911834472
2020-01-04 23:00:00,13.730623564707603
2020-01-05 00:00:00,10.182884462001304
2020-01-05 01:00:00,7.354045975118159
2020-01-05 02:00:00,6.442393759839614
2020-01-05 03:00:00,4.782326923415095
2020-01-05 04:00:00,4.341527482615375
2020-01-05 05:00:00,6.265299151105012
2020-01-05 06:00:00,7.104011871061208
2020-01-05 07:00:00,9.64296802269318
2020-01-05 08:00:00,10.945305764719802
2020-01-05 09:00:00,13.35509823269225
2020-01-05 10:00:00,15.196852369866201
2020-01-05 11:00:00,17.686945369383423
2020-01-05 12:00:00,21.184893365157702
2020-01-05 13:00:00,21.72011639221035
2020-01-05 14:00:00,24.01191208372569
2020-01-05 15:00:00,25.481596489137008
2020-01-05 16:00:00,25.43746690267043
2020-01-05 17:00:00,23.879045397647438
2020-01-05 18:00:00,23.241286289411967
2020-01-05 19:00:00,21.393521869303964
2020-01-05 20:00:00,19.838851944166656
2020-01-05 21:00:00,17.706699958550047
2020-01-05 22:00:00,16.980595229551835
2020-01-05 23:00:00,14.302360802374663
2020-01-06 00:00:00,11.02483543900303
2020-01-06 01:00:00,9.33007673468601
2020-01-06 02:00:00,8.139599146399924
2020-01-06 03:00:00,8.659225806114213
2020-01-06 04:00:00,9.237901278583978
2020-01-06 05:00:00,9.97471666380211
2020-01-06 06:00:00,12.445573864310338
2020-01-06 07:00:00,12.791290222495185
2020-01-06 08:00:00,14.23022537223978
2020-01-06 09:00:00,15.754804940812331
2020-01-06 10:00:00,18.036973563567763
2020-01-06 11:00:00,19.347602018838135
2020-01-06 12:00:00,22.557552031338957
2020-01-06 13:00:00,24.52941995224467
2020-01-06 14:00:00,24.7756801120903
2020-01-06 15:00:00,24.953993320500118
2020-01-06 16:00:00,25.84400659487455
2020-01-06 17:00:00,26.54950539394659
2020-01-06 18:00:00,27.702850914889776
2020-01-06 19:00:00,29.07535496930944
2020-01-06 20:00:00,27.318287700380903
2020-01-06 21:00:00,23.80071065661997
2020-01-06 22:00:00,19.040141546751165
2020-01-06 23:00:00,16.765581976159876
2020-01-07 00:00:00,13.575050328108064
2020-01-07 01:00:00,11.15780276298619
2020-01-07 02:00:00,9.043599033698907
2020-01-07 03:00:00,8.01793434280231
2020-01-07 04:00:00,8.859589442781239
2020-01-07 05:00:00,9.41571763057162
2020-01-07 06:00:00,10.290634911938445
2020-01-07 07:00:00,10.897324454583863
2020-01-07 08:00:00,11.3961738592075
2020-01-07 09:00:00,13.502895509574348
2020-01-07 10:00:00,16.23387443563144
2020-01-07 11:00:00,20.779468506078935
2020-01-07 12:00:00,23.413140819130504
2020-01-07 13:00:00,26.54737161960176
2020-01-07 14:00:00,27.664404485075924
2020-01-07 15:00:00,27.529048684734242
2020-01-07 16:00:00,27.011777485838714
2020-01-07 17:00:00,26.095597977763305
2020-01-07 18:00:00,27.40340395669769
2020-01-07 19:00:00,25.055622744066483
2020-01-07 20:00:00,23.923582944038532
2020-01-07 21:00:00,20.66228907184525
2020-01-07 22:00:00,19.12632296143627
2020-01-07 23:00:00,16.964278798216995
2020-01-08 00:00:00,14.419713778596817
2020-01-08 01:00:00,12.334482463685632
2020-01-08 02:00:00,10.11850743214527
2020-01-08 03:00:00,9.625847485172578
2020-01-08 04:00:00,8.86618929839824
2020-01-08 05:00:00,8.039552922019217
2020-01-08 06:00:00,7.862022922364474
2020-01-08 07:00:00,9.798501676721473
2020-01-08 08:00:00,13.606213807781693
2020-01-08 09:00:00,16.248904466474066
2020-01-08 10:00:00,18.777914758967125
2020-01-08 11:00:00,21.71439764746533
2020-01-08 12:00:00,25.47724278434843
2020-01-08 13:00:00,27.74509159749815
2020-01-08 14:00:00,28.890766433468624
2020-01-08 15:00:00,30.985456914442594
2020-01-08 16:00:00,31.689337414742358
2020-01-08 17:00:00,32.800324839993095
2020-01-08 18:00:00,31.82768542846442
2020-01-08 19:00:00,28.855599319560785
2020-01-08 20:00:00,25.32687337284442
2020-01-08 21:00:00,24.549207077918627
2020-01-08 22:00:00,23.615051702613435
2020-01-08 23:00:00,20.663685788978047
2020-01-09 00:00:00,17.707199163381535
2020-01-09 01:00:00,16.959454996180593
2020-01-09 02:00:00,14.059726866242165
2020-01-09 03:00:00,12.02909377360366
2020-01-09 04:00:00,12.247629640957573
2020-01-09 05:00:00,12.083141705534999
2020-01-09 06:00:00,12.974294558339142
2020-01-09 07:00:00,14.319245862676084
2020-01-09 08:00:00,16.65955147124675
2020-01-09 09:00:00,20.397236986911107
2020-01-09 10:00:00,22.928241486137214
2020-01-09 11:00:00,26.01551531069735
2020-01-09 12:00:00,26.207322792761072
2020-01-09 13:00:00,28.170746832560543
2020-01-09 14:00:00,28.862995477657776
2020-01-09 15:00:00,28.634104645348632
2020-01-09 16:00:00,28.148742869062175
2020-01-09 17:00:00,27.56694346554856
2020-01-09 18:00:00,27.588667477161017
2020-01-09 19:00:00,24.726600109156283
2020-01-09 20:00:00,22.803075897758642
2020-01-09 21:00:00,20.01643909599545
2020-01-09 22:00:00,17.261648533374984
2020-01-09 23:00:00,15.809814574478644
2020-01-10 00:00:00,14.016922329916623
2020-01-10 01:00:00,13.329300328018757
2020-01-10 02:00:00,11.563373384795316
2020-01-10 03:00:00,9.856229390512707
2020-01-10 04:00:00,9.31626897100105
2020-01-10 05:00:00,9.935670857751557
2020-01-10 06:00:00,11.113938425184086
2020-01-10 07:00:00,11.631079316835937
2020-01-10 08:00:00,13.858855887938681
2020-01-10 09:00:00,16.55749415329658
2020-01-10 10:00:00,21.70756253475016
2020-01-10 11:00:00,26.088970754182444
2020-01-10 12:00:00,27.474226296037923
2020-01-10 13:00:00,29.135820341185173
2020-01-10 14:00:00,29.15976319829983
2020-01-10 15:00:00,29.54427194298047
2020-01-10 16:00:00,30.207258093043958
2020-01-10 17:00:00,31.062572869977803
2020-01-10 18:00:00,29.264555281977156
2020-01-10 19:00:00,26.990931330296906
2020-01-10 20:00:00,22.77623111635757
2020-01-10 21:00:00,20.31237704800969
2020-01-10 22:00:00,16.812114800612786
2020-01-10 23:00:00,13.850144925004233
2020-01-11 00:00:00,10.739857905016647
2020-01-11 01:00:00,8.784082880931688
2020-01-11 02:00:00,5.641947484124917
2020-01-11 03:00:00,3.4596591386677673
2020-01-11 04:00:00,5.592679278239162
2020-01-11 05:00:00,4.86856120900962
2020-01-11 06:00:00,5.0248706318935
2020-01-11 07:00:00,8.767883474471613
2020-01-11 08:00:00,13.953544635708115
2020-01-11 09:00:00,15.24782501571475
2020-01-11 10:00:00,17.57784147981189
2020-01-11 11:00:00,20.630641331500343
2020-01-11 12:00:00,24.87094643136244
2020-01-11 13:00:00,25.963410902761947
2020-01-11 14:00:00,27.36429801533969
2020-01-11 15:00:00,29.20675653290757
2020-01-11 16:00:00,30.005878450426717
2020-01-11 17:00:00,29.289315400839833
2020-01-11 18:00:00,28.1752478116549
2020-01-11 19:00:00,25.235331393622815
2020-01-11 20:00:00,23.017487541019463
2020-01-11 21:00:00,20.437786060114277
2020-01-11 22:00:00,18.229905495860624
2020-01-11 23:00:00,15.17074283495925
2020-01-12 00:00:00,13.342423072534134
2020-01-12 01:00:00,12.363152490219285
2020-01-12 02:00:00,10.95497465378122
2020-01-12 03:00:00,10.325723561649781
2020-01-12 04:00:00,10.039394845239377
2020-01-12 05:00:00,10.380667961350014
2020-01-12 06:00:00,10.63464426413526
2020-01-12 07:00:00,12.576866125501722
2020-01-12 08:00:00,14.569871804928141
2020-01-12 09:00:00,19.098242284530162
2020-01-12 10:00:00,23.17752937470864
2020-01-12 11:00:00,25.994830483671663
2020-01-12 12:00:00,27.475363374147793
2020-01-12 13:00:00,28.312232764517788
2020-01-12 14:00:00,31.032259219340443
2020-01-12 15:00:00,32.17686325666035
2020-01-12 16:00:00,32.87295609835617
2020-01-12 17:00:00,30.64467213750488
2020-01-12 18:00:00,30.524124411115505
2020-01-12 19:00:00,29.296071837669665
2020-01-12 20:00:00,26.0028950990522
2020-01-12 21:00:00,23.0687228975273
2020-01-12 22:00:00,20.764911940689554
2020-01-12 23:00:00,18.18637740721836
2020-01-13 00:00:00,15.443163955226948
2020-01-13 01:00:00,13.24230648075212
2020-01-13 02:00:00,11.382517496342198
2020-01-13 03:00:00,10.53258229430271
2020-01-13 04:00:00,11.65429340833155
2020-01-13 05:00:00,9.348298809002225
2020-01-13 06:00:00,10.13664537355539
2020-01-13 07:00:00,11.963902312540158
2020-01-13 08:00:00,14.380984197103313
2020-01-13 09:00:00,16.45388769644465
2020-01-13 10:00:00,17.33550347150537
2020-01-13 11:00:00,20.38724946774316
2020-01-13 12:00:00,24.638760945613054
2020-01-13 13:00:00,25.19619069390991
2020-01-13 14:00:00,27.744863957829192
2020-01-13 15:00:00,28.462695247974327
2020-01-13 16:00:00,28.803127677687197
2020-01-13 17:00:00,27.47008550442537
2020-01-13 18:00:00,26.246398710753915
2020-01-13 19:00:00,26.07784820632634
2020-01-13 20:00:00,24.638629650195927
2020-01-13 21:00:00,23.97644410527954
2020-01-13 22:00:00,22.54501220987818
2020-01-13 23:00:00,20.263676867562832
2020-01-14 00:00:00,19.452301796941377
2020-01-14 01:00:00,17.593123004808845
2020-01-14 02:00:00,16.59551194223551
2020-01-14 03:00:00,15.035680451271624
2020-01-14 04:00:00,14.527336654016676
2020-01-14 05:00:00,13.947144614199074
2020-01-14 06:00:00,15.730026485051805
2020-01-14 07:00:00,15.922915303706692
2020-01-14 08:00:00,18.62855032582333
2020-01-14 09:00:00,20.670510581444766
2020-01-14 10:00:00,24.269451738806676
2020-01-14 11:00:00,27.397568498207697
2020-01-14 12:00:00,31.392052091191353
2020-01-14 13:00:00,33.87663355746537
2020-01-14 14:00:00,33.55557606246801
2020-01-14 15:00:00,34.244575742779034
2020-01-14 16:00:00,33.18533024315306
2020-01-14 17:00:00,32.16785950365118
2020-01-14 18:00:00,32.55499487205253
2020-01-14 19:00:00,31.40849530281499
2020-01-14 20:00:00,28.42111979370092
2020-01-14 21:00:00,24.823717737647453
2020-01-14 22:00:00,22.209364104728643
2020-01-14 23:00:00,18.288748554919273
2020-01-15 00:00:00,15.160642633774527
2020-01-15 01:00:00,13.388717169976802
2020-01-15 02:00:00,12.928403387078731
2020-01-15 03:00:00,12.457146619122277
2020-01-15 04:00:00,9.719940354761249
2020-01-15 05:00:00,10.382128843844502
2020-01-15 06:00:00,11.423753901471754
2020-01-15 07:00:00,13.42426724386787
2020-01-15 08:00:00,17.088841450584855
2020-01-15 09:00:00,17.335371478869114
2020-01-15 10:00:00,19.338906733480748
2020-01-15 11:00:00,22.553782759276025
2020-01-15 12:00:00,23.38840721567645
2020-01-15 13:00:00,27.01852547161134
2020-01-15 14:00:00,28.980929911529262
2020-01-15 15:00:00,30.81233101045578
2020-01-15 16:00:00,30.525860226050813
2020-01-15 17:00:00,30.973469416842065
2020-01-15 18:00:00,30.977593670121266
2020-01-15 19:00:00,29.505299896816602
2020-01-15 20:00:00,27.546376549576543
2020-01-15 21:00:00,25.276709225922446
2020-01-15 22:00:00,21.747651704529282
2020-01-15 23:00:00,18.918737350918807
2020-01-16 00:00:00,16.277347167292895
2020-01-16 01:00:00,14.520624836701218
2020-01-16 02:00:00,13.847980945466281
2020-01-16 03:00:00,11.66333458535335
2020-01-16 04:00:00,11.132145578751343
2020-01-16 05:00:00,12.901032844328927
2020-01-16 06:00:00,12.999133021496716
2020-01-16 07:00:00,13.684854097646003
2020-01-16 08:00:00,15.922642922222977
2020-01-16 09:00:00,19.135277901716897
2020-01-16 10:00:00,21.651534986891875
2020-01-16 11:00:00,25.489028560281387
2020-01-16 12:00:00,28.615471252640063
2020-01-16 13:00:00,31.3502875243031
2020-01-16 14:00:00,33.282023421135136
2020-01-16 15:00:00,36.379570918565186
2020-01-16 16:00:00,36.18061906430707
2020-01-16 17:00:00,33.52826723166849
2020-01-16 18:00:00,33.9404606589832
2020-01-16 19:00:00,31.629437611278867
2020-01-16 20:00:00,29.43774799814599
2020-01-16 21:00:00,28.11265650869558
2020-01-16 22:00:00,23.70696169410511
2020-01-16 23:00:00,19.675547305658846
2020-01-17 00:00:00,15.547158546942285
2020-01-17 01:00:00,12.64906936976158
2020-01-17 02:00:00,11.509568610730993
2020-01-17 03:00:00,11.024453602579351
2020-01-17 04:00:00,10.926538044607668
2020-01-17 05:00:00,9.811704531878794
2020-01-17 06:00:00,8.495797400276336
2020-01-17 07:00:00,10.283405858927887
2020-01-17 08:00:00,12.017332328334623
2020-01-17 09:00:00,15.040404985557279
2020-01-17 10:00:00,18.452120968329986
2020-01-17 11:00:00,21.259060787446312
2020-01-17 12:00:00,24.500533125661796
2020-01-17 13:00:00,26.828667819408558
2020-01-17 14:00:00,28.962592585345014
2020-01-17 15:00:00,29.243917227984358
2020-01-17 16:00:00,29.427397291551483
2020-01-17 17:00:00,29.313067840200194
2020-01-17 18:00:00,29.152321611661044
2020-01-17 19:00:00,27.14465530073307
2020-01-17 20:00:00,25.590452680591707
2020-01-17 21:00:00,22.882273437878613
2020-01-17 22:00:00,20.226890801879836
2020-01-17 23:00:00,18.450230104116137
2020-01-18 00:00:00,13.990921993765106
2020-01-18 01:00:00,10.667962392635355
2020-01-18 02:00:00,7.70544791429003
2020-01-18 03:00:00,4.5526217591925935
2020-01-18 04:00:00,3.823805375804593
2020-01-18 05:00:00,5.22652861416125
2020-01-18 06:00:00,6.163140493766044
2020-01-18 07:00:00,8.210935299398574
2020-01-18 08:00:00,11.609626293489203
2020-01-18 09:00:00,15.521556189110264
2020-01-18 10:00:00,18.138310742062764
2020-01-18 11:00:00,22.176480243736627
2020-01-18 12:00:00,24.704267347019833
2020-01-18 13:00:00,25.955785950036535
2020-01-18 14:00:00,27.00904943988123
2020-01-18 15:00:00,26.612319963889366
2020-01-18 16:00:00,26.218956414385982
2020-01-18 17:00:00,25.710319129498167
2020-01-18 18:00:00,25.71279314255155
2020-01-18 19:00:00,25.991605783688144
2020-01-18 20:00:00,22.591667932254094
2020-01-18 21:00:00,20.692031141350647
2020-01-18 22:00:00,17.22723580408144
2020-01-18 23:00:00,15.245319683991857
2020-01-19 00:00:00,12.807827932120585
2020-01-19 01:00:00,9.009243232387217
2020-01-19 02:00:00,8.539899971875645
2020-01-19 03:00:00,7.073853372283914
2020-01-19 04:00:00,6.363385823978777
2020-01-19 05:00:00,5.820164120437139
2020-01-19 06:00:00,6.355735220964949
2020-01-19 07:00:00,8.624117660438385
2020-01-19 08:00:00,10.723835173183478
2020-01-19 09:00:00,13.681202080242198
2020-01-19 10:00:00,16.821221828774206
2020-01-19 11:00:00,20.892516266361742
2020-01-19 12:00:00,23.049780934457996
2020-01-19 13:00:00,23.744744493135983
2020-01-19 14:00:00,26.57034252149427
2020-01-19 15:00:00,27.34472871283561
2020-01-19 16:00:00,28.917569993188508
2020-01-19 17:00:00,29.015458741364757
2020-01-19 18:00:00,27.917979487763002
2020-01-19 19:00:00,26.714530399278374
2020-01-19 20:00:00,26.61160145442134
2020-01-19 21:00:00,26.19505799900261
2020-01-19 22:00:00,23.56911465363972
2020-01-19 23:00:00,20.95518176864678
2020-01-20 00:00:00,19.439120732659966
2020-01-20 01:00:00,16.293869791688653
2020-01-20 02:00:00,14.864821390576267
2020-01-20 03:00:00,13.66155330669426
2020-01-20 04:00:00,13.469555437516398
2020-01-20 05:00:00,12.80762930768359
2020-01-20 06:00:00,12.056582500066398
2020-01-20 07:00:00,11.53916571669048
2020-01-20 08:00:00,12.565138536919193
2020-01-20 09:00:00,14.643274583279938
2020-01-20 10:00:00,17.08026497774039
2020-01-20 11:00:00,21.755371499629018
2020-01-20 12:00:00,25.318465112495755
2020-01-20 13:00:00,26.41494140059905
2020-01-20 14:00:00,28.38767532501946
2020-01-20 15:00:00,28.995736800033328
2020-01-20 16:00:00,29.08717036776734
2020-01-20 17:00:00,28.97859054760576
2020-01-20 18:00:00,28.633289615814782
2020-01-20 19:00:00,26.706032167296787
2020-01-20 20:00:00,25.71632816638892
2020-01-20 21:00:00,22.125566567556493
2020-01-20 22:00:00,19.644135286613572
2020-01-20 23:00:00,19.663518067318677
2020-01-21 00:00:00,17.358476708348796
2020-01-21 01:00:00,16.595787023273736
2020-01-21 02:00:00,14.909845307939156
2020-01-21 03:00:00,14.310852663699292
2020-01-21 04:00:00,13.715744658901638
2020-01-21 05:00:00,13.70469079936279
2020-01-21 06:00:00,13.71691494270728
2020-01-21 07:00:00,15.619883356284573
2020-01-21 08:00:00,16.707814708683063
2020-01-21 09:00:00,19.70324907172254
2020-01-21 10:00:00,23.265907054690846
2020-01-21 11:00:00,26.061226462945875
2020-01-21 12:00:00,28.016977420265892
2020-01-21 13:00:00,30.39476503622625
2020-01-21 14:00:00,31.51228598508316
2020-01-21 15:00:00,33.30687428416732
2020-01-21 16:00:00,31.63580771124428
2020-01-21 17:00:00,30.87892592394411
2020-01-21 18:00:00,27.828651377604956
2020-01-21 19:00:00,24.785815018494258
2020-01-21 20:00:00,24.19209362973683
2020-01-21 21:00:00,22.714603909813345
2020-01-21 22:00:00,19.481982337201938
2020-01-21 23:00:00,15.40887903812779
2020-01-22 00:00:00,10.128557851743276
2020-01-22 01:00:00,7.750307519841596
2020-01-22 02:00:00,8.835287291025693
2020-01-22 03:00:00,8.394016386421029
2020-01-22 04:00:00,7.592007353978367
2020-01-22 05:00:00,8.522848714475826
2020-01-22 06:00:00,8.010727295707456
2020-01-22 07:00:00,9.471497400460791
2020-01-22 08:00:00,11.818010211194267
2020-01-22 09:00:00,14.306420524291912
2020-01-22 10:00:00,17.844626783889154
2020-01-22 11:00:00,20.889318780648033
2020-01-22 12:00:00,24.058432080249254
2020-01-22 13:00:00,25.49198935903891
2020-01-22 14:00:00,28.06129727858679
2020-01-22 15:00:00,30.72195683756915
2020-01-22 16:00:00,30.041491686630895
2020-01-22 17:00:00,28.812300333946038
2020-01-22 18:00:00,29.191979666343258
2020-01-22 19:00:00,27.384685259708224
2020-01-22 20:00:00,26.70094057666213
2020-01-22 21:00:00,23.760224756071974
2020-01-22 22:00:00,22.653930127621553
2020-01-22 23:00:00,20.055802058550242
2020-01-23 00:00:00,17.765489078675326
2020-01-23 01:00:00,17.113259049462634
2020-01-23 02:00:00,14.947658367200921
2020-01-23 03:00:00,12.824649174475883
2020-01-23 04:00:00,11.912162842869819
2020-01-23 05:00:00,12.614470791753789
2020-01-23 06:00:00,11.89100520062331
2020-01-23 07:00:00,14.092672712306017
2020-01-23 08:00:00,15.570025473153123
2020-01-23 09:00:00,19.104919958330193
2020-01-23 10:00:00,19.218322561826675
2020-01-23 11:00:00,21.063313534872695
2020-01-23 12:00:00,21.869125144344274
2020-01-23 13:00:00,23.27447085293713
2020-01-23 14:00:00,25.304664922023
2020-01-23 15:00:00,26.29512453533126
2020-01-23 16:00:00,26.552871940666254
2020-01-23 17:00:00,26.226685284006138
2020-01-23 18:00:00,25.603275542416494
2020-01-23 19:00:00,23.1582158096506
2020-01-23 20:00:00,21.98878390134777
2020-01-23 21:00:00,20.3888145339255
2020-01-23 22:00:00,18.38516626106707
2020-01-23 23:00:00,16.425107249208946
2020-01-24 00:00:00,14.354114778399627
2020-01-24 01:00:00,14.34246198922246
2020-01-24 02:00:00,12.589830014528328
2020-01-24 03:00:00,11.218637720517904
2020-01-24 04:00:00,10.081534863572385
2020-01-24 05:00:00,9.39099826946616
2020-01-24 06:00:00,9.148030600319682
2020-01-24 07:00:00,9.960695669307457
2020-01-24 08:00:00,12.112885732607047
2020-01-24 09:00:00,15.007291304503385
2020-01-24 10:00:00,17.771165456514574
2020-01-24 11:00:00,19.70973955958476
2020-01-24 12:00:00,23.170074810420143
2020-01-24 13:00:00,26.07619545128899
2020-01-24 14:00:00,27.55914882212116
2020-01-24 15:00:00,27.96332673793832
2020-01-24 16:00:00,28.9395685187458
2020-01-24 17:00:00,28.841268419851527
2020-01-24 18:00:00,26.435640292075323
2020-01-24 19:00:00,24.88950963024643
2020-01-24 20:00:00,23.188660253385414
2020-01-24 21:00:00,19.96627324519337
2020-01-24 22:00:00,17.79264228158696
2020-01-24 23:00:00,13.850436669867252
2020-01-25 00:00:00,12.947542313059802
2020-01-25 01:00:00,12.218747982942494
2020-01-25 02:00:00,10.406631028896058
2020-01-25 03:00:00,9.815022814237375
2020-01-25 04:00:00,7.091752603531681
2020-01-25 05:00:00,6.42684086959858
2020-01-25 06:00:00,7.280810309613161
2020-01-25 07:00:00,8.003617734458105
2020-01-25 08:00:00,11.038886081117727
2020-01-25 09:00:00,15.650164679072182
2020-01-25 10:00:00,17.15432614692378
2020-01-25 11:00:00,19.052008876462587
2020-01-25 12:00:00,21.880686703511575
2020-01-25 13:00:00,25.723160512613685
2020-01-25 14:00:00,26.161199374117395
2020-01-25 15:00:00,27.537359053192866
2020-01-25 16:00:00,29.807869149413317
2020-01-25 17:00:00,27.826484214535782
2020-01-25 18:00:00,25.638679621659623
2020-01-25 19:00:00,23.776762164876683
2020-01-25 20:00:00,21.34888698553891
2020-01-25 21:00:00,19.93072164526661
2020-01-25 22:00:00,17.814770685162824
2020-01-25 23:00:00,13.550902099258874
2020-01-26 00:00:00,11.841805154392997
2020-01-26 01:00:00,9.342461872738749
2020-01-26 02:00:00,9.200876194434244
2020-01-26 03:00:00,7.6784003915172985
2020-01-26 04:00:00,6.835314283093319
2020-01-26 05:00:00,7.880924530718287
2020-01-26 06:00:00,9.71693092213942
2020-01-26 07:00:00,11.838281757585102
2020-01-26 08:00:00,12.281970633406125
2020-01-26 09:00:00,15.372004563465849
2020-01-26 10:00:00,17.03256847758311
2020-01-26 11:00:00,20.009273404467976
2020-01-26 12:00:00,21.13109744959801
2020-01-26 13:00:00,23.846437016903202
2020-01-26 14:00:00,24.794247218941912
2020-01-26 15:00:00,24.70721576425324
2020-01-26 16:00:00,26.01185331715002
2020-01-26 17:00:00,26.113735778369158
2020-01-26 18:00:00,24.67868728624373
2020-01-26 19:00:00,24.739546423255426
2020-01-26 20:00:00,22.343429069357096
2020-01-26 21:00:00,20.094979937977673
2020-01-26 22:00:00,18.002157194861955
2020-01-26 23:00:00,14.883798320542493
2020-01-27 00:00:00,13.06337873029781
2020-01-27 01:00:00,10.546696282440733
2020-01-27 02:00:00,8.65856569886775
2020-01-27 03:00:00,9.15332211165446
2020-01-27 04:00:00,7.832565458344423
2020-01-27 05:00:00,5.874622057561845
2020-01-27 06:00:00,8.656989177370106
2020-01-27 07:00:00,12.932682750935587
2020-01-27 08:00:00,14.602127167356594
2020-01-27 09:00:00,15.101452450016357
2020-01-27 10:00:00,17.49955582819567
2020-01-27 11:00:00,19.931607134888143
2020-01-27 12:00:00,22.29131734648761
2020-01-27 13:00:00,23.3891160357227
2020-01-27 14:00:00,25.746112099782984
2020-01-27 15:00:00,27.418761464801886
2020-01-27 16:00:00,26.37969498829753
2020-01-27 17:00:00,26.920800514017113
2020-01-27 18:00:00,28.112086843362043
2020-01-27 19:00:00,26.72204900701607
2020-01-27 20:00:00,24.330094828391704
2020-01-27 21:00:00,21.808138444128883
2020-01-27 22:00:00,19.980089806358603
2020-01-27 23:00:00,15.651411432790258
2020-01-28 00:00:00,13.485461766333087
2020-01-28 01:00:00,11.090316446210695
2020-01-28 02:00:00,11.434220479365207
2020-01-28 03:00:00,10.253265264586519
2020-01-28 04:00:00,11.586031439878912
2020-01-28 05:00:00,10.7496752828939
2020-01-28 06:00:00,12.262646365187775
2020-01-28 07:00:00,14.128246459104025
2020-01-28 08:00:00,15.27428225403244
2020-01-28 09:00:00,17.85440560676861
2020-01-28 10:00:00,21.638051933230216
2020-01-28 11:00:00,23.825804499554355
2020-01-28 12:00:00,24.48895830381054
2020-01-28 13:00:00,26.572880476639043
2020-01-28 14:00:00,27.288863856225433
2020-01-28 15:00:00,28.017659364834135
2020-01-28 16:00:00,28.361564860758588
2020-01-28 17:00:00,26.398790886596785
